"","seqid","source","type","start","end","score","strand","phase","ID","coverage","sequence_ID","extra_copy_number","copy_num_ID"
"16","ctg.s1.000000F","Liftoff","gene",20309,20755,".","+",".","SAUSA300_RS00080","1.0","1.0","0","SAUSA300_RS00080_0"
"17","ctg.s1.000000F","Liftoff","gene",20787,22187,".","+",".","SAUSA300_RS00085","1.0","1.0","0","SAUSA300_RS00085_0"
"18","ctg.s1.000000F","Liftoff","gene",22237,22464,".","-",".","SAUSA300_RS14950","1.0","1.0","0","SAUSA300_RS14950_0"
"19","ctg.s1.000000F","Liftoff","gene",22465,23748,".","+",".","SAUSA300_RS00090","1.0","1.0","0","SAUSA300_RS00090_0"
"20","ctg.s1.000000F","Liftoff","gene",24178,24252,".","+",".","SAUSA300_RS00095","1.0","1.0","0","SAUSA300_RS00095_0"
"21","ctg.s1.000000F","Liftoff","gene",24260,24332,".","+",".","SAUSA300_RS00100","1.0","1.0","0","SAUSA300_RS00100_0"
"22","ctg.s1.000000F","Liftoff","gene",24952,25653,".","+",".","SAUSA300_RS00105","1.0","1.0","0","SAUSA300_RS00105_0"
"23","ctg.s1.000000F","Liftoff","gene",25666,27492,".","+",".","SAUSA300_RS00110","1.0","1.0","0","SAUSA300_RS00110_0"
"24","ctg.s1.000000F","Liftoff","gene",27485,28819,".","+",".","SAUSA300_RS00115","1.0","1.0","0","SAUSA300_RS00115_0"
"25","ctg.s1.000000F","Liftoff","gene",28820,29608,".","+",".","SAUSA300_RS00120","1.0","1.0","0","SAUSA300_RS00120_0"
"26","ctg.s1.000000F","Liftoff","gene",29998,30798,".","+",".","SAUSA300_RS00125","1.0","1.0","0","SAUSA300_RS00125_0"
"27","ctg.s1.000000F","Liftoff","gene",31026,33344,".","+",".","SAUSA300_RS00130","1.0","1.0","0","SAUSA300_RS00130_0"
"28","ctg.s1.000000F","Liftoff","gene",33712,34191,".","+",".","SAUSA300_RS00135","1.0","0.997","0","SAUSA300_RS00135_0"
"29","ctg.s1.000000F","Liftoff","gene",34513,35769,".","+",".","SAUSA300_RS00140","1.0","1.0","0","SAUSA300_RS00140_0"
"30","ctg.s1.000000F","Liftoff","gene",35877,36551,".","-",".","SAUSA300_RS00145","1.0","1.0","0","SAUSA300_RS00145_0"
"31","ctg.s1.000000F","Liftoff","gene",36587,36976,".","+",".","SAUSA300_RS14955","1.0","1.0","0","SAUSA300_RS14955_0"
"32","ctg.s1.000000F","Liftoff","gene",37074,37304,".","+",".","SAUSA300_RS14960","1.0","1.0","0","SAUSA300_RS14960_0"
"33","ctg.s1.000000F","Liftoff","gene",37813,38556,".","+",".","SAUSA300_RS00155","1.0","1.0","0","SAUSA300_RS00155_0"
"34","ctg.s1.000000F","Liftoff","gene",38653,39081,".","+",".","SAUSA300_RS00160","1.0","1.0","0","SAUSA300_RS00160_0"
"35","ctg.s1.000000F","Liftoff","gene",39127,41136,".","-",".","SAUSA300_RS00165","1.0","1.0","0","SAUSA300_RS00165_0"
"36","ctg.s1.000000F","Liftoff","gene",41233,42220,".","+",".","SAUSA300_RS00170","1.0","0.998","0","SAUSA300_RS00170_0"
"37","ctg.s1.000000F","Liftoff","gene",42192,42452,".","+",".","SAUSA300_RS00175","1.0","1.0","0","SAUSA300_RS00175_0"
"38","ctg.s1.000000F","Liftoff","gene",42462,44098,".","-",".","SAUSA300_RS00180","1.0","1.0","0","SAUSA300_RS00180_0"
"39","ctg.s1.000000F","Liftoff","gene",44102,44608,".","-",".","SAUSA300_RS00185","1.0","1.0","0","SAUSA300_RS00185_0"
"40","ctg.s1.000000F","Liftoff","gene",44623,44934,".","-",".","SAUSA300_RS00190","1.0","1.0","0","SAUSA300_RS00190_0"
"41","ctg.s1.000000F","Liftoff","gene",45021,45371,".","-",".","SAUSA300_RS00195","1.0","1.0","0","SAUSA300_RS00195_0"
"42","ctg.s1.000000F","Liftoff","gene",45893,47521,".","-",".","SAUSA300_RS00200","1.0","1.0","0","SAUSA300_RS00200_0"
"43","ctg.s1.000000F","Liftoff","gene",47543,48892,".","-",".","SAUSA300_RS00205","1.0","1.0","0","SAUSA300_RS00205_0"
"44","ctg.s1.000000F","Liftoff","gene",49126,50913,".","-",".","SAUSA300_RS00210","1.0","1.0","0","SAUSA300_RS00210_0"
"45","ctg.s1.000000F","Liftoff","gene",50913,51203,".","-",".","SAUSA300_RS00215","1.0","1.0","0","SAUSA300_RS00215_0"
"46","ctg.s1.000000F","Liftoff","gene",51342,52391,".","+",".","SAUSA300_RS00220","1.0","1.0","0","SAUSA300_RS00220_0"
"47","ctg.s1.000000F","Liftoff","gene",53064,54554,".","+",".","SAUSA300_RS00225","1.0","1.0","0","SAUSA300_RS00225_0"
"48","ctg.s1.000000F","Liftoff","gene",54927,56245,".","-",".","SAUSA300_RS00235","1.0","1.0","0","SAUSA300_RS00235_0"
"49","ctg.s1.000000F","Liftoff","gene",56435,56806,".","+",".","SAUSA300_RS00240","1.0","1.0","0","SAUSA300_RS00240_0"
"50","ctg.s1.000000F","Liftoff","gene",56935,57555,".","+",".","SAUSA300_RS00245","1.0","1.0","0","SAUSA300_RS00245_0"
"51","ctg.s1.000000F","Liftoff","gene",58075,58296,".","-",".","SAUSA300_RS14965","1.0","1.0","0","SAUSA300_RS14965_0"
"52","ctg.s1.000000F","Liftoff","gene",59044,60009,".","+",".","SAUSA300_RS00250","1.0","1.0","0","SAUSA300_RS00250_0"
"53","ctg.s1.000000F","Liftoff","gene",60106,60297,".","+",".","SAUSA300_RS00255","1.0","1.0","0","SAUSA300_RS00255_0"
"54","ctg.s1.000000F","Liftoff","gene",60389,60718,".","+",".","SAUSA300_RS00260","1.0","1.0","0","SAUSA300_RS00260_0"
"55","ctg.s1.000000F","Liftoff","gene",60795,61154,".","-",".","SAUSA300_RS00265","1.0","0.997","0","SAUSA300_RS00265_0"
"56","ctg.s1.000000F","Liftoff","gene",61684,62534,".","-",".","SAUSA300_RS00270","1.0","1.0","0","SAUSA300_RS00270_0"
"57","ctg.s1.000000F","Liftoff","gene",62844,63026,".","-",".","SAUSA300_RS14970","1.0","1.0","0","SAUSA300_RS14970_0"
"58","ctg.s1.000000F","Liftoff","gene",63046,63543,".","-",".","SAUSA300_RS00275","1.0","1.0","0","SAUSA300_RS00275_0"
"59","ctg.s1.000000F","Liftoff","gene",64041,65168,".","+",".","SAUSA300_RS00280","1.0","1.0","0","SAUSA300_RS00280_0"
"60","ctg.s1.000000F","Liftoff","gene",65423,65647,".","-",".","SAUSA300_RS00285","1.0","1.0","0","SAUSA300_RS00285_0"
"61","ctg.s1.000000F","Liftoff","gene",65661,66164,".","-",".","SAUSA300_RS00290","1.0","1.0","0","SAUSA300_RS00290_0"
"62","ctg.s1.000000F","Liftoff","gene",66180,66491,".","-",".","SAUSA300_RS00295","1.0","1.0","0","SAUSA300_RS00295_0"
"63","ctg.s1.000000F","Liftoff","gene",66578,66928,".","-",".","SAUSA300_RS00300","1.0","1.0","0","SAUSA300_RS00300_0"
"64","ctg.s1.000000F","Liftoff","gene",67535,67749,".","-",".","SAUSA300_RS14975","1.0","1.0","0","SAUSA300_RS14975_0"
"65","ctg.s1.000000F","Liftoff","gene",67736,68736,".","+",".","SAUSA300_RS00305","1.0","1.0","0","SAUSA300_RS00305_0"
"66","ctg.s1.000000F","Liftoff","gene",68836,69765,".","-",".","SAUSA300_RS00310","1.0","1.0","0","SAUSA300_RS00310_0"
"67","ctg.s1.000000F","Liftoff","gene",69785,70783,".","-",".","SAUSA300_RS00315","1.0","1.0","0","SAUSA300_RS00315_0"
"68","ctg.s1.000000F","Liftoff","gene",70821,71510,".","-",".","SAUSA300_RS00320","1.0","1.0","0","SAUSA300_RS00320_0"
"69","ctg.s1.000000F","Liftoff","gene",71552,72973,".","-",".","SAUSA300_RS00325","1.0","1.0","0","SAUSA300_RS00325_0"
"70","ctg.s1.000000F","Liftoff","gene",73059,74294,".","-",".","SAUSA300_RS00330","1.0","1.0","0","SAUSA300_RS00330_0"
"71","ctg.s1.000000F","Liftoff","gene",74563,75009,".","-",".","SAUSA300_RS00335","1.0","1.0","0","SAUSA300_RS00335_0"
"72","ctg.s1.000000F","Liftoff","gene",75511,75942,".","+",".","SAUSA300_RS00340","1.0","1.0","0","SAUSA300_RS00340_0"
"73","ctg.s1.000000F","Liftoff","gene",76019,76171,".","-",".","SAUSA300_RS14980","1.0","1.0","0","SAUSA300_RS14980_0"
"74","ctg.s1.000000F","Liftoff","gene",76215,76888,".","+",".","SAUSA300_RS14985","1.0","1.0","0","SAUSA300_RS14985_0"
"75","ctg.s1.000000F","Liftoff","gene",77076,77891,".","+",".","SAUSA300_RS00355","1.0","1.0","0","SAUSA300_RS00355_0"
"76","ctg.s1.000000F","Liftoff","gene",78192,79391,".","+",".","SAUSA300_RS00360","1.0","1.0","0","SAUSA300_RS00360_0"
"77","ctg.s1.000000F","Liftoff","gene",79651,80343,".","+",".","SAUSA300_RS00365","1.0","1.0","0","SAUSA300_RS00365_0"
"78","ctg.s1.000000F","Liftoff","gene",80340,81893,".","+",".","SAUSA300_RS00370","1.0","1.0","0","SAUSA300_RS00370_0"
"79","ctg.s1.000000F","Liftoff","gene",81896,82852,".","+",".","SAUSA300_RS00375","1.0","1.0","0","SAUSA300_RS00375_0"
"80","ctg.s1.000000F","Liftoff","gene",82852,83619,".","+",".","SAUSA300_RS00380","1.0","1.0","0","SAUSA300_RS00380_0"
"81","ctg.s1.000000F","Liftoff","gene",83586,84353,".","+",".","SAUSA300_RS00385","1.0","1.0","0","SAUSA300_RS00385_0"
"82","ctg.s1.000000F","Liftoff","gene",84346,84981,".","+",".","SAUSA300_RS00390","1.0","1.0","0","SAUSA300_RS00390_0"
"83","ctg.s1.000000F","Liftoff","gene",86001,88064,".","+",".","SAUSA300_RS00395","1.0","1.0","0","SAUSA300_RS00395_0"
"84","ctg.s1.000000F","Liftoff","gene",88082,88627,".","+",".","SAUSA300_RS00400","1.0","1.0","0","SAUSA300_RS00400_0"
"85","ctg.s1.000000F","Liftoff","gene",89055,89189,".","-",".","SAUSA300_RS00405","1.0","1.0","0","SAUSA300_RS00405_0"
"86","ctg.s1.000000F","Liftoff","gene",89153,89245,".","+",".","SAUSA300_RS00410","1.0","1.0","0","SAUSA300_RS00410_0"
"87","ctg.s1.000000F","Liftoff","gene",89392,91143,".","+",".","SAUSA300_RS00415","1.0","1.0","0","SAUSA300_RS00415_0"
"88","ctg.s1.000000F","Liftoff","gene",91237,91689,".","-",".","SAUSA300_RS00420","1.0","1.0","0","SAUSA300_RS00420_0"
"89","ctg.s1.000000F","Liftoff","gene",91705,91806,".","-",".","SAUSA300_RS00425","1.0","1.0","0","SAUSA300_RS00425_0"
"90","ctg.s1.000000F","Liftoff","gene",91904,92659,".","-",".","SAUSA300_RS00430","1.0","1.0","0","SAUSA300_RS00430_0"
"91","ctg.s1.000000F","Liftoff","gene",92659,92919,".","-",".","SAUSA300_RS00435","1.0","1.0","0","SAUSA300_RS00435_0"
"92","ctg.s1.000000F","Liftoff","gene",93056,94123,".","+",".","SAUSA300_RS00440","1.0","1.0","0","SAUSA300_RS00440_0"
"93","ctg.s1.000000F","Liftoff","gene",94154,95488,".","+",".","SAUSA300_RS00445","1.0","1.0","0","SAUSA300_RS00445_0"
"94","ctg.s1.000000F","Liftoff","gene",95507,95761,".","+",".","SAUSA300_RS14990","1.0","1.0","0","SAUSA300_RS14990_0"
"95","ctg.s1.000000F","Liftoff","gene",96011,96700,".","+",".","SAUSA300_RS14995","1.0","1.0","0","SAUSA300_RS14995_0"
"96","ctg.s1.000000F","Liftoff","gene",96967,97068,".","-",".","SAUSA300_RS00455","1.0","1.0","0","SAUSA300_RS00455_0"
"97","ctg.s1.000000F","Liftoff","gene",97065,97266,".","-",".","SAUSA300_RS15000","1.0","1.0","0","SAUSA300_RS15000_0"
"98","ctg.s1.000000F","Liftoff","gene",97367,98299,".","-",".","SAUSA300_RS00460","1.0","1.0","0","SAUSA300_RS00460_0"
"99","ctg.s1.000000F","Liftoff","gene",98662,98865,".","+",".","SAUSA300_RS00465","1.0","1.0","0","SAUSA300_RS00465_0"
"100","ctg.s1.000000F","Liftoff","gene",98914,99210,".","+",".","SAUSA300_RS00470","1.0","1.0","0","SAUSA300_RS00470_0"
"101","ctg.s1.000000F","Liftoff","gene",99282,100502,".","-",".","SAUSA300_RS00475","1.0","1.0","0","SAUSA300_RS00475_0"
"102","ctg.s1.000000F","Liftoff","gene",100495,100980,".","-",".","SAUSA300_RS00480","1.0","1.0","0","SAUSA300_RS00480_0"
"103","ctg.s1.000000F","Liftoff","gene",101158,102018,".","+",".","SAUSA300_RS00485","1.0","1.0","0","SAUSA300_RS00485_0"
"104","ctg.s1.000000F","Liftoff","gene",102373,102906,".","-",".","SAUSA300_RS00490","1.0","1.0","0","SAUSA300_RS00490_0"
"105","ctg.s1.000000F","Liftoff","gene",102997,103740,".","+",".","SAUSA300_RS00495","1.0","1.0","0","SAUSA300_RS00495_0"
"106","ctg.s1.000000F","Liftoff","gene",104174,104776,".","+",".","SAUSA300_RS00500","1.0","1.0","0","SAUSA300_RS00500_0"
"107","ctg.s1.000000F","Liftoff","gene",105043,108195,".","+",".","SAUSA300_RS00505","1.0","1.0","0","SAUSA300_RS00505_0"
"108","ctg.s1.000000F","Liftoff","gene",108252,108734,".","+",".","SAUSA300_RS00510","1.0","1.0","0","SAUSA300_RS00510_0"
"109","ctg.s1.000000F","Liftoff","gene",108939,109925,".","+",".","SAUSA300_RS00515","1.0","1.0","0","SAUSA300_RS00515_0"
"110","ctg.s1.000000F","Liftoff","gene",110146,110916,".","+",".","SAUSA300_RS00520","1.0","1.0","0","SAUSA300_RS00520_0"
"111","ctg.s1.000000F","Liftoff","gene",111790,112560,".","+",".","SAUSA300_RS00525","1.0","1.0","0","SAUSA300_RS00525_0"
"112","ctg.s1.000000F","Liftoff","gene",112624,113394,".","+",".","SAUSA300_RS00530","1.0","1.0","0","SAUSA300_RS00530_0"
"113","ctg.s1.000000F","Liftoff","gene",113461,114228,".","+",".","SAUSA300_RS00535","1.0","1.0","0","SAUSA300_RS00535_0"
"114","ctg.s1.000000F","Liftoff","gene",114361,116559,".","+",".","SAUSA300_RS00540","1.0","1.0","0","SAUSA300_RS00540_0"
"115","ctg.s1.000000F","Liftoff","gene",116710,117888,".","+",".","SAUSA300_RS00545","1.0","1.0","0","SAUSA300_RS00545_0"
"116","ctg.s1.000000F","Liftoff","gene",117890,119278,".","+",".","SAUSA300_RS00550","1.0","1.0","0","SAUSA300_RS00550_0"
"117","ctg.s1.000000F","Liftoff","gene",119771,121432,".","-",".","SAUSA300_RS00555","1.0","1.0","0","SAUSA300_RS00555_0"
"118","ctg.s1.000000F","Liftoff","gene",121758,123533,".","-",".","SAUSA300_RS00560","1.0","1.0","0","SAUSA300_RS00560_0"
"119","ctg.s1.000000F","Liftoff","gene",123707,124579,".","-",".","SAUSA300_RS00565","1.0","1.0","0","SAUSA300_RS00565_0"
"120","ctg.s1.000000F","Liftoff","gene",124692,126089,".","+",".","SAUSA300_RS00570","1.0","1.0","0","SAUSA300_RS00570_0"
"121","ctg.s1.000000F","Liftoff","gene",126279,126752,".","+",".","SAUSA300_RS00575","1.0","1.0","0","SAUSA300_RS00575_0"
"122","ctg.s1.000000F","Liftoff","gene",127014,128606,".","+",".","SAUSA300_RS00580","1.0","1.0","0","SAUSA300_RS00580_0"
"123","ctg.s1.000000F","Liftoff","gene",128935,130461,".","-",".","SAUSA300_RS00585","1.0","1.0","0","SAUSA300_RS00585_0"
"124","ctg.s1.000000F","Liftoff","gene",130617,130805,".","-",".","SAUSA300_RS15005","1.0","1.0","0","SAUSA300_RS15005_0"
"125","ctg.s1.000000F","Liftoff","gene",130882,131634,".","-",".","SAUSA300_RS00590","1.0","1.0","0","SAUSA300_RS00590_0"
"126","ctg.s1.000000F","Liftoff","gene",132003,133001,".","-",".","SAUSA300_RS00595","1.0","1.0","0","SAUSA300_RS00595_0"
"127","ctg.s1.000000F","Liftoff","gene",132998,133993,".","-",".","SAUSA300_RS00600","1.0","1.0","0","SAUSA300_RS00600_0"
"128","ctg.s1.000000F","Liftoff","gene",134009,135001,".","-",".","SAUSA300_RS00605","1.0","1.0","0","SAUSA300_RS00605_0"
"129","ctg.s1.000000F","Liftoff","gene",135232,136212,".","+",".","SAUSA300_RS00610","1.0","1.0","0","SAUSA300_RS00610_0"
"130","ctg.s1.000000F","Liftoff","gene",136209,137219,".","+",".","SAUSA300_RS00615","1.0","1.0","0","SAUSA300_RS00615_0"
"131","ctg.s1.000000F","Liftoff","gene",137240,138994,".","+",".","SAUSA300_RS00620","1.0","1.0","0","SAUSA300_RS00620_0"
"132","ctg.s1.000000F","Liftoff","gene",138987,140243,".","+",".","SAUSA300_RS00625","1.0","1.0","0","SAUSA300_RS00625_0"
"133","ctg.s1.000000F","Liftoff","gene",140233,141969,".","+",".","SAUSA300_RS00630","1.0","1.0","0","SAUSA300_RS00630_0"
"134","ctg.s1.000000F","Liftoff","gene",141878,143728,".","+",".","SAUSA300_RS00635","1.0","1.0","0","SAUSA300_RS00635_0"
"135","ctg.s1.000000F","Liftoff","gene",143703,144479,".","+",".","SAUSA300_RS00640","1.0","1.0","0","SAUSA300_RS00640_0"
"136","ctg.s1.000000F","Liftoff","gene",144479,145681,".","+",".","SAUSA300_RS00645","1.0","1.0","0","SAUSA300_RS00645_0"
"137","ctg.s1.000000F","Liftoff","gene",145685,146449,".","+",".","SAUSA300_RS00650","1.0","1.0","0","SAUSA300_RS00650_0"
"138","ctg.s1.000000F","Liftoff","gene",146387,146578,".","-",".","SAUSA300_RS00655","1.0","1.0","0","SAUSA300_RS00655_0"
"139","ctg.s1.000000F","Liftoff","gene",146645,147052,".","+",".","SAUSA300_RS00660","1.0","1.0","0","SAUSA300_RS00660_0"
"140","ctg.s1.000000F","Liftoff","gene",147102,147728,".","+",".","SAUSA300_RS00665","1.0","1.0","0","SAUSA300_RS00665_0"
"141","ctg.s1.000000F","Liftoff","gene",147940,148716,".","+",".","SAUSA300_RS00670","1.0","1.0","0","SAUSA300_RS00670_0"
"142","ctg.s1.000000F","Liftoff","gene",148860,148982,".","+",".","SAUSA300_RS00675","1.0","1.0","0","SAUSA300_RS00675_0"
"143","ctg.s1.000000F","Liftoff","gene",149052,150032,".","+",".","SAUSA300_RS00680","1.0","1.0","0","SAUSA300_RS00680_0"
"144","ctg.s1.000000F","Liftoff","gene",149995,150687,".","+",".","SAUSA300_RS00685","1.0","1.0","0","SAUSA300_RS00685_0"
"145","ctg.s1.000000F","Liftoff","gene",150897,152063,".","+",".","SAUSA300_RS00690","1.0","1.0","0","SAUSA300_RS00690_0"
"146","ctg.s1.000000F","Liftoff","gene",152044,153282,".","+",".","SAUSA300_RS00695","1.0","1.0","0","SAUSA300_RS00695_0"
"147","ctg.s1.000000F","Liftoff","gene",153272,154702,".","+",".","SAUSA300_RS00700","1.0","1.0","0","SAUSA300_RS00700_0"
"148","ctg.s1.000000F","Liftoff","gene",154970,155569,".","+",".","SAUSA300_RS00705","1.0","1.0","0","SAUSA300_RS00705_0"
"149","ctg.s1.000000F","Liftoff","gene",155937,156662,".","+",".","SAUSA300_RS00710","1.0","1.0","0","SAUSA300_RS00710_0"
"150","ctg.s1.000000F","Liftoff","gene",156854,157609,".","-",".","SAUSA300_RS00715","1.0","1.0","0","SAUSA300_RS00715_0"
"151","ctg.s1.000000F","Liftoff","gene",157845,158552,".","+",".","SAUSA300_RS00725","1.0","1.0","0","SAUSA300_RS00725_0"
"152","ctg.s1.000000F","Liftoff","gene",158559,159911,".","+",".","SAUSA300_RS00730","1.0","1.0","0","SAUSA300_RS00730_0"
"153","ctg.s1.000000F","Liftoff","gene",159992,160654,".","+",".","SAUSA300_RS00735","1.0","1.0","0","SAUSA300_RS00735_0"
"154","ctg.s1.000000F","Liftoff","gene",160682,161860,".","+",".","SAUSA300_RS00740","1.0","1.0","0","SAUSA300_RS00740_0"
"155","ctg.s1.000000F","Liftoff","gene",161991,162806,".","-",".","SAUSA300_RS00745","1.0","1.0","0","SAUSA300_RS00745_0"
"156","ctg.s1.000000F","Liftoff","gene",162803,163603,".","-",".","SAUSA300_RS00750","1.0","1.0","0","SAUSA300_RS00750_0"
"157","ctg.s1.000000F","Liftoff","gene",163605,164378,".","-",".","SAUSA300_RS00755","1.0","1.0","0","SAUSA300_RS00755_0"
"158","ctg.s1.000000F","Liftoff","gene",164592,165548,".","-",".","SAUSA300_RS00760","1.0","1.0","0","SAUSA300_RS00760_0"
"159","ctg.s1.000000F","Liftoff","gene",165777,167321,".","+",".","SAUSA300_RS00765","1.0","1.0","0","SAUSA300_RS00765_0"
"160","ctg.s1.000000F","Liftoff","gene",167372,168907,".","+",".","SAUSA300_RS00770","1.0","1.0","0","SAUSA300_RS00770_0"
"161","ctg.s1.000000F","Liftoff","gene",168991,169194,".","+",".","SAUSA300_RS00775","1.0","1.0","0","SAUSA300_RS00775_0"
"162","ctg.s1.000000F","Liftoff","gene",169567,170052,".","+",".","SAUSA300_RS00780","1.0","1.0","0","SAUSA300_RS00780_0"
"163","ctg.s1.000000F","Liftoff","gene",170037,170327,".","+",".","SAUSA300_RS00785","1.0","1.0","0","SAUSA300_RS00785_0"
"164","ctg.s1.000000F","Liftoff","gene",170411,170737,".","+",".","SAUSA300_RS00790","1.0","1.0","0","SAUSA300_RS00790_0"
"165","ctg.s1.000000F","Liftoff","gene",170772,170926,".","-",".","SAUSA300_RS15010","1.0","1.0","0","SAUSA300_RS15010_0"
"166","ctg.s1.000000F","Liftoff","gene",170912,171091,".","+",".","SAUSA300_RS15015","1.0","1.0","0","SAUSA300_RS15015_0"
"167","ctg.s1.000000F","Liftoff","gene",171095,171304,".","+",".","SAUSA300_RS15020","1.0","1.0","0","SAUSA300_RS15020_0"
"168","ctg.s1.000000F","Liftoff","gene",171304,171525,".","+",".","SAUSA300_RS15025","1.0","1.0","0","SAUSA300_RS15025_0"
"169","ctg.s1.000000F","Liftoff","gene",171975,174584,".","+",".","SAUSA300_RS00800","1.0","1.0","0","SAUSA300_RS00800_0"
"170","ctg.s1.000000F","Liftoff","gene",174929,175597,".","+",".","SAUSA300_RS00805","1.0","1.0","0","SAUSA300_RS00805_0"
"171","ctg.s1.000000F","Liftoff","gene",175613,176299,".","+",".","SAUSA300_RS00810","1.0","1.0","0","SAUSA300_RS00810_0"
"172","ctg.s1.000000F","Liftoff","gene",176302,177066,".","+",".","SAUSA300_RS00815","1.0","1.0","0","SAUSA300_RS00815_0"
"173","ctg.s1.000000F","Liftoff","gene",177086,178910,".","+",".","SAUSA300_RS00820","1.0","1.0","0","SAUSA300_RS00820_0"
"174","ctg.s1.000000F","Liftoff","gene",178900,179928,".","+",".","SAUSA300_RS00825","1.0","1.0","0","SAUSA300_RS00825_0"
"175","ctg.s1.000000F","Liftoff","gene",179941,181050,".","+",".","SAUSA300_RS00830","1.0","1.0","0","SAUSA300_RS00830_0"
"176","ctg.s1.000000F","Liftoff","gene",181054,182178,".","+",".","SAUSA300_RS00835","1.0","1.0","0","SAUSA300_RS00835_0"
"177","ctg.s1.000000F","Liftoff","gene",182181,182807,".","+",".","SAUSA300_RS00840","1.0","1.0","0","SAUSA300_RS00840_0"
"178","ctg.s1.000000F","Liftoff","gene",182812,183921,".","+",".","SAUSA300_RS00845","1.0","1.0","0","SAUSA300_RS00845_0"
"179","ctg.s1.000000F","Liftoff","gene",183935,185101,".","+",".","SAUSA300_RS00850","1.0","1.0","0","SAUSA300_RS00850_0"
"180","ctg.s1.000000F","Liftoff","gene",185094,186299,".","+",".","SAUSA300_RS00855","1.0","1.0","0","SAUSA300_RS00855_0"
"181","ctg.s1.000000F","Liftoff","gene",186300,187505,".","+",".","SAUSA300_RS00860","1.0","1.0","0","SAUSA300_RS00860_0"
"182","ctg.s1.000000F","Liftoff","gene",187516,188073,".","+",".","SAUSA300_RS00865","1.0","1.0","0","SAUSA300_RS00865_0"
"183","ctg.s1.000000F","Liftoff","gene",188073,188960,".","+",".","SAUSA300_RS00870","1.0","1.0","0","SAUSA300_RS00870_0"
"184","ctg.s1.000000F","Liftoff","gene",189014,190276,".","+",".","SAUSA300_RS00875","1.0","1.0","0","SAUSA300_RS00875_0"
"185","ctg.s1.000000F","Liftoff","gene",190353,191498,".","+",".","SAUSA300_RS00880","1.0","1.0","0","SAUSA300_RS00880_0"
"186","ctg.s1.000000F","Liftoff","gene",191563,191889,".","-",".","SAUSA300_RS00885","1.0","1.0","0","SAUSA300_RS00885_0"
"187","ctg.s1.000000F","Liftoff","gene",191896,192279,".","-",".","SAUSA300_RS00890","1.0","1.0","0","SAUSA300_RS00890_0"
"188","ctg.s1.000000F","Liftoff","gene",192706,194193,".","+",".","SAUSA300_RS00895","1.0","1.0","0","SAUSA300_RS00895_0"
"189","ctg.s1.000000F","Liftoff","gene",194839,195798,".","+",".","SAUSA300_RS00900","1.0","1.0","0","SAUSA300_RS00900_0"
"190","ctg.s1.000000F","Liftoff","gene",195860,196063,".","-",".","SAUSA300_RS00905","1.0","1.0","0","SAUSA300_RS00905_0"
"191","ctg.s1.000000F","Liftoff","gene",196242,196754,".","+",".","SAUSA300_RS00910","1.0","1.0","0","SAUSA300_RS00910_0"
"192","ctg.s1.000000F","Liftoff","gene",197096,197836,".","+",".","SAUSA300_RS00915","1.0","1.0","0","SAUSA300_RS00915_0"
